EVENTDATE,COUNTRYOFEVENT,fighter1 reach advantage,fighter 1 age advantage,fighter1 height advantage,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT12,FIGHTER2RECENT22,FIGHTER2RECENT32,FIGHTER2RECENT42,FIGHTER2NUMUFCFIGHTS2,FIGHTER2RECENTBONUSES2,FIGHTER2WINRECORD2,FIGHTER2LOSSRECORD2,FIGHTER2LAYOFFTIME2,FIGHTER1OUTCOME,FIGHTER1WIN
16/04/2016, USA,-8,2,-8,3,Beneil Dariush,Beneil Dariush,2,1989, Iran,177,155,182,3.98,0.49,2.63,0.59,1.75,0.32,0.8,1.1,0.5,8.49,0.6,0.2,0.2,0.58,0.25,0.17,4,3,2,3,7,1,12,0,8,Michael Chiesa,Michael Chiesa,2,1987, USA,185,156,190,2.07,0.39,1.95,0.52,3.84,0.51,0.68,1.1,0.12,8.55,0.58,0.13,0.29,0.74,0.18,0.08,2,3,8,3,8,2,13,2,4,7,0
5/03/2016, USA,-3,-3,-8,3,Justin Salas,Justin Salas,2,1982, USA,172,155,177,3.42,0.43,2.96,0.68,2.43,0.2,0,0,0,15,0.67,0.21,0.12,0.57,0.2,0.22,8,1,7,4,6,0,12,6,20,Jason Saggo,Jason Saggo,1,1985, Ca0da,180,155,180,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0,0.23,10.44,0.63,0.04,0.33,0.56,0.16,0.29,5,1,0,0,2,0,10,2,17,8,0
6/02/2016, USA,-7,1,-8,3,Ray Borg,Ray Borg,1,1993, USA,162,125,160,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1,0,14.27,0.34,0.23,0.43,0.71,0.25,0.03,3,2,2,5,4,2,9,1,6,Justin Scoggins,Justin Scoggins,2,1992, USA,170,125,167,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,0.15,11.12,0.62,0.11,0.28,0.66,0.21,0.14,3,7,5,3,5,0,10,2,9,6,0
30/01/2016, USA,-8,1,-8,3,Levan Makashvili,Levan Makashvili,1,1989, USA,172,145,172,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0,0,15,0.46,0.44,0.1,0.46,0.36,0.19,5,4,0,0,2,0,15,1,7,Damon Jackson,Damon Jackson,3,1988, USA,180,145,180,2.2,0.36,3.05,0.43,1.22,0.2,0.35,2.9,0,8.28,0.57,0.38,0.06,0.55,0.35,0.1,5,7,0,0,2,0,17,2,8,6,0
2/01/2016, USA,0,-2,-8,3,Abel Trujillo,Abel Trujillo,1,1983, USA,172,155,177,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,0.44,9.23,0.53,0.23,0.24,0.71,0.22,0.07,5,7,1,1,7,1,13,6,2,Tony Sims,Tony Sims,2,1985, USA,180,155,177,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,0.71,7,0.37,0.03,0.61,0.92,0.05,0.03,6,1,0,0,2,0,12,3,5,2,1
2/01/2016, USA,0,0,-8,3,Edgar Garcia,Edgar Garcia,1,1984, Mexico,177,170,180,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,0.55,5.26,0.58,0.08,0.34,0.83,0.1,0.07,7,7,5,1,4,0,14,4,14,Sheldon Westcott,Sheldon Westcott,2,1984, Ca0da,185,170,180,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0,0,9.18,0.16,0.32,0.52,0.76,0.21,0.03,6,8,0,0,2,0,9,3,9,8,0
19/12/2015, USA,-8,1,-8,3,Michael Johnson,Michael Johnson,2,1986, USA,177,156,185,4.23,0.38,3.85,0.58,0.51,0.45,0.79,0.1,0.56,11.33,0.88,0.08,0.04,0.54,0.29,0.17,5,3,3,1,13,0,17,9,4,0te Diaz,0te Diaz,2,1985,USA,185,155,193,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0.18,11.12,0.67,0.24,0.09,0.75,0.16,0.09,6,1,8,6,25,0,18,10,12,6,0
21/11/2015, Mexico,-7,-2,-8,3,Gabriel Benitez,Gabriel Benitez,2,1988, Mexico,172,145,180,4.14,0.38,3.16,0.71,0.18,0.5,0.56,1.2,0.46,9.23,0.89,0.03,0.08,0.55,0.24,0.21,3,2,0,0,2,0,18,5,5,Andre Fili,Andre Fili,1,1990, USA,180,145,187,3.9,0.36,3.97,0.53,2.71,0.49,0.69,0.2,0.38,11.1,0.85,0.06,0.09,0.69,0.15,0.16,7,3,7,1,4,0,14,3,8,8,0
3/10/2015, USA,-8,-2,-8,3,Shawn Jordan,Shawn Jordan,2,1984, USA,182,260,190,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,0.59,7.36,0.5,0.2,0.3,0.8,0.11,0.08,1,1,1,8,11,2,19,7,4,Ruslan Magomedov,Ruslan Magomedov,1,1986, Russia,190,245,198,4.02,0.47,1.47,0.66,0.33,1,0.88,0,0.33,15,0.87,0.12,0.01,0.67,0.19,0.14,3,3,0,0,2,0,13,1,11,6,0
26/09/2015, Japan,-13,-1,-8,5,Roy Nelson,Roy Nelson,1,1976, USA,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,6,8,1,6,16,1,20,11,6,Josh Barnett,Josh Barnett,1,1977, USA,190,250,198,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,0.16,9.11,0.34,0.44,0.22,0.63,0.3,0.07,8,1,2,6,26,0,33,7,21,6,0
26/09/2015, Japan,-23,-3,-8,3,0oyuki Kotani,0oyuki Kotani,2,1981, Japan,172,155,167,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0,10.46,0.73,0.07,0.2,0.55,0.07,0.38,7,8,8,6,5,0,34,13,11,Kajan Johnson,Kajan Johnson,1,1984, Ca0da,180,145,190,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,0.34,12.3,0.72,0.07,0.21,0.51,0.22,0.27,3,8,0,0,2,1,20,11,4,6,0
5/09/2015, USA,-2,0,-8,3,Ross Pearson,Ross Pearson,1,1984, United Kingdom,172,155,175,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.3,11.39,0.82,0.15,0.02,0.53,0.28,0.19,6,1,8,1,16,1,17,9,2,Paul Felder,Paul Felder,1,1984, USA,180,155,177,3.67,0.43,3.4,0.49,0.25,0.25,0.61,0.2,0.32,11.46,0.65,0.17,0.18,0.56,0.2,0.24,6,1,4,0,3,2,10,1,2,4,1
12/07/2015, USA,0,-3,-8,3,Maximo Blanco,Maximo Blanco,1,1983, Venezuela,172,145,180,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,0.38,8.51,0.83,0.15,0.01,0.75,0.13,0.12,3,3,6,5,7,0,11,6,10,Mike de la Torre,Mike de la Torre,1,1986, USA,180,145,180,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0,0.36,5.55,0.61,0.28,0.11,0.79,0.19,0.02,1,5,5,0,3,0,13,4,5,1,1
6/06/2015, USA,-10,-1,-8,3,Shawn Jordan,Shawn Jordan,2,1984, USA,182,260,190,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,0.59,7.36,0.5,0.2,0.3,0.8,0.11,0.08,1,1,8,8,10,1,18,7,5,Derrick Lewis,Derrick Lewis,1,1985, USA,190,260,200,2.64,0.5,2.09,0.44,0.54,0.26,0.52,0,0.4,9.55,0.4,0.2,0.4,0.77,0.18,0.05,1,8,1,1,4,0,12,3,4,1,1
4/04/2015, USA,-5,-2,-8,3,Mitch Clarke,Mitch Clarke,1,1985, Ca0da,177,155,185,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,0,10.05,0.75,0.23,0.02,0.49,0.19,0.32,2,3,5,8,4,1,11,2,11,Michael Chiesa,Michael Chiesa,2,1987, USA,185,156,190,2.07,0.39,1.95,0.52,3.84,0.51,0.68,1.1,0.12,8.55,0.58,0.13,0.29,0.74,0.18,0.08,8,3,2,7,6,1,11,2,7,6,0
24/01/2015, Sweden,-13,-6,-8,3,Neil Seery,Neil Seery,1,1979, Ireland,162,125,162,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0.31,13.49,0.75,0.13,0.12,0.85,0.07,0.08,3,6,0,0,2,0,14,10,6,Chris Beal,Chris Beal,1,1985, USA,170,135,175,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,0.23,13.06,0.65,0.13,0.22,0.85,0.12,0.03,3,1,0,0,2,1,10,2,4,3,1
15/11/2014, Mexico,0,4,-8,3,Jessica Eye,Jessica Eye,1,1986, USA,167,135,167,3.65,0.36,3.54,0.58,0.4,0.45,0.56,0.6,0,13.3,0.84,0.13,0.03,0.59,0.2,0.22,5,5,0,0,2,0,10,2,9,Leslie Smith,Leslie Smith,1,1982, USA,175,135,167,7.56,0.4,8.41,0.51,0,0,0.62,0,0.48,9.01,0.74,0.24,0.01,0.72,0.15,0.12,1,6,0,0,2,0,7,5,4,1,1
25/10/2014, Brazil,-2,-2,-8,3,Felipe Arantes,Felipe Arantes,1,1988, Brazil,172,135,185,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,0.1,12.03,0.7,0.07,0.23,0.64,0.18,0.18,3,5,1,5,6,0,16,6,8,Andre Fili,Andre Fili,1,1990, USA,180,145,187,3.9,0.36,3.97,0.53,2.71,0.49,0.69,0.2,0.38,11.1,0.85,0.06,0.09,0.69,0.15,0.16,7,1,0,0,2,0,13,2,6,6,0
25/10/2014, Brazil,-18,-2,-8,3,0oyuki Kotani,0oyuki Kotani,2,1981, Japan,172,155,167,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0,10.46,0.73,0.07,0.2,0.55,0.07,0.38,8,8,6,8,4,0,34,12,3,Yan Cabral,Yan Cabral,1,1983, Brazil,180,155,185,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,0.23,13,0.5,0.17,0.33,0.77,0.12,0.11,6,3,2,0,3,0,12,1,5,7,0
4/10/2014, Sweden,-3,-9,-8,3,Akira Corassani,Akira Corassani,1,1982, Sweden,172,145,172,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0,0,7.07,0.87,0.13,0,0.58,0.2,0.22,8,5,3,4,4,1,12,4,6,Max Holloway,Max Holloway,1,1991, USA,180,146,175,6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,0.39,14.08,0.84,0.09,0.07,0.74,0.21,0.05,1,2,1,6,9,0,10,3,2,8,0
26/07/2014, USA,-5,1,-8,3,Daron Cruickshank,Daron Cruickshank,3,1985, USA,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,1,1,7,4,7,0,17,5,2,Jorge Masvidal,Jorge Masvidal,1,1984, USA,180,156,187,4.2,0.47,3,0.65,1.57,0.59,0.77,0.4,0.43,12.58,0.7,0.17,0.13,0.62,0.24,0.14,3,6,2,3,10,1,26,8,3,6,0
6/07/2014, USA,-5,3,-8,5,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,3,6,5,6,15,2,15,4,12,BJ Penn,BJ Penn,1,1978, USA,175,145,177,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0.31,13.08,0.61,0.21,0.17,0.78,0.16,0.06,6,6,6,1,27,0,16,9,19,1,1
31/05/2014, Germany,-13,2,-8,3,Vaughan Lee,Vaughan Lee,1,1982, United Kingdom,167,135,167,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1,0.2,9.17,0.79,0.16,0.06,0.49,0.32,0.19,3,7,3,7,6,0,14,11,2,Iuri Alcantara,Iuri Alcantara,2,1980, Brazil,175,135,180,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,0.42,9.21,0.63,0.09,0.28,0.65,0.27,0.08,4,6,1,5,8,0,29,5,3,8,0
24/05/2014, USA,-8,2,-8,3,Vinc Pichel,Vinc Pichel,1,1982, USA,177,155,182,3.2,0.46,2.28,0.56,3.83,0.6,0.2,0.3,0.25,10,0.49,0.3,0.21,0.45,0.21,0.34,3,8,0,0,2,0,8,1,4,Anthony Njokuani,Anthony Njokuani,1,1980, Nigeria,185,155,190,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0.6,9.55,0.77,0.16,0.07,0.52,0.27,0.21,1,6,3,5,13,0,16,10,13,3,1
25/01/2014, USA,-3,-1,-8,3,Adriano Martins,Adriano Martins,2,1982, Brazil,177,155,182,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.52,8.12,0.93,0,0.07,0.53,0.11,0.36,2,3,5,0,3,0,25,6,2,Do0ld Cerrone,Do0ld Cerrone,1,1983, USA,185,170,185,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,0.86,9.44,0.83,0.09,0.08,0.51,0.24,0.25,2,6,3,8,21,1,21,5,2,8,0
25/01/2014, USA,-10,-3,-8,3,Gabriel Gonzaga,Gabriel Gonzaga,1,1979, Brazil,187,242,193,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0.76,6.15,0.53,0.15,0.32,0.63,0.14,0.22,1,1,8,2,18,0,16,7,3,Stipe Miocic,Stipe Miocic,1,1982, USA,195,240,203,4.9,0.52,3.75,0.55,1.92,0.34,0.7,0,0.53,10.39,0.68,0.12,0.19,0.76,0.12,0.12,3,8,1,1,5,1,10,1,7,6,0
25/01/2014, USA,-13,4,-8,3,Chico Camus,Chico Camus,1,1985, USA,167,125,167,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,0,14.36,0.73,0.09,0.18,0.84,0.1,0.06,3,7,3,0,3,0,16,3,5,Yaotzin Meza,Yaotzin Meza,1,1981, USA,175,145,180,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,0,12.06,0.83,0.09,0.08,0.45,0.2,0.35,2,8,0,0,2,0,20,7,6,4,1
14/12/2013, USA,-7,-12,-8,3,Urijah Faber,Urijah Faber,1,1979, USA,167,145,170,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.38,12.24,0.6,0.14,0.26,0.73,0.2,0.07,3,2,2,6,19,0,29,6,4,Michael McDo0ld,Michael McDo0ld,1,1991, USA,175,135,177,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,1.09,8.17,0.83,0.09,0.09,0.79,0.11,0.1,2,7,1,1,7,1,16,2,4,2,1
6/11/2013, USA,-2,2,-8,3,Rustam Khabilov,Rustam Khabilov,1,1986, Russia,172,155,185,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,0.1,13,0.66,0.09,0.25,0.75,0.14,0.11,1,1,0,0,2,0,16,1,7,Jorge Masvidal,Jorge Masvidal,1,1984, USA,180,156,187,4.2,0.47,3,0.65,1.57,0.59,0.77,0.4,0.43,12.58,0.7,0.17,0.13,0.62,0.24,0.14,2,3,4,6,8,0,25,7,4,3,1
17/08/2013, USA,-5,-13,-8,3,Brad Pickett,Brad Pickett,1,1978, United Kingdom,167,135,172,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.22,11.28,0.74,0.11,0.15,0.69,0.15,0.16,4,5,1,2,9,3,23,7,4,Michael McDo0ld,Michael McDo0ld,1,1991, USA,175,135,177,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,1.09,8.17,0.83,0.09,0.09,0.79,0.11,0.1,7,1,1,4,6,0,15,2,6,7,0
17/08/2013, USA,-10,-1,-8,3,Urijah Faber,Urijah Faber,1,1979, USA,167,145,170,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.38,12.24,0.6,0.14,0.26,0.73,0.2,0.07,2,2,6,2,18,0,28,6,4,Iuri Alcantara,Iuri Alcantara,2,1980, Brazil,175,135,180,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,0.42,9.21,0.63,0.09,0.28,0.65,0.27,0.08,1,5,6,3,6,0,28,4,3,3,1
18/05/2013, Brazil,-8,-7,-8,5,Vitor Belfort,Vitor Belfort,2,1977, Brazil,182,185,187,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,0.93,6.25,0.49,0.22,0.29,0.77,0.14,0.09,1,7,2,1,30,0,22,9,4,Luke Rockhold,Luke Rockhold,2,1984, USA,190,205,195,4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1,0.47,7.02,0.53,0.06,0.41,0.62,0.21,0.16,3,1,3,1,9,0,10,1,10,1,1
15/12/2012, USA,-23,-2,-8,5,Roy Nelson,Roy Nelson,1,1976, USA,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,1,6,1,6,9,1,17,7,7,Matt Mitrione,Matt Mitrione,3,1978, USA,190,265,208,3.55,0.5,2.79,0.64,0,0,0.55,0.7,1.53,6.18,0.75,0.1,0.15,0.72,0.09,0.19,6,1,1,3,6,0,8,1,14,1,1
17/11/2012, Ca0da,-11,2,-8,3,Tom Lawlor,Tom Lawlor,2,1983, USA,182,205,187,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,0.46,8.52,0.49,0.32,0.19,0.85,0.07,0.08,1,7,3,7,7,0,8,4,6,Francis Carmont,Francis Carmont,1,1981, France,190,185,198,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,0.14,12.05,0.52,0.2,0.28,0.6,0.25,0.14,2,2,3,0,3,0,22,9,4,5,0
13/10/2012, Brazil,-2,7,-8,3,Rick Story,Rick Story,2,1984, USA,177,170,180,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0.38,12.29,0.61,0.22,0.17,0.52,0.35,0.14,3,5,6,3,10,0,14,5,4,Demian Maia,Demian Maia,2,1977, Brazil,185,170,182,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1,0.04,12.39,0.49,0.12,0.39,0.79,0.15,0.05,1,6,3,6,14,0,16,4,3,7,0
29/09/2012, United Kingdom,-16,-4,-8,3,Duane Ludwig,Duane Ludwig,1,1978, USA,177,170,177,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,0.26,6.25,0.68,0.26,0.06,0.6,0.32,0.08,8,7,3,4,16,0,21,13,4,Che Mills,Che Mills,1,1982, United Kingdom,185,170,193,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0,1.18,6.22,0.42,0.3,0.28,0.55,0.11,0.34,8,1,0,0,2,0,15,9,5,8,0
22/09/2012, Ca0da,-3,-5,-8,3,Igor Pokrajac,Igor Pokrajac,1,1979, Croatia,182,205,187,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,0.5,9.19,0.56,0.3,0.14,0.84,0.09,0.07,3,1,1,6,7,0,28,7,4,Vinny Magalhaes,Vinny Magalhaes,1,1984, Brazil,190,205,190,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,0,7.45,0.72,0.14,0.13,0.47,0.3,0.23,6,8,0,0,2,0,13,7,41,7,0
11/08/2012, USA,-5,-2,-8,5,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,6,1,5,3,12,2,14,2,6,Benson Henderson,Benson Henderson,2,1983, USA,175,170,177,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,0.18,16.13,0.59,0.21,0.2,0.43,0.31,0.26,3,3,3,3,10,3,17,4,6,5,0
26/05/2012, USA,-10,-2,-8,3,Jamie Varner,Jamie Varner,1,1984, USA,172,155,180,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,0.64,9.36,0.63,0.14,0.22,0.75,0.19,0.06,7,6,5,7,10,1,19,6,17,Edson Barboza,Edson Barboza,1,1986, Brazil,180,155,190,4.08,0.43,4.22,0.59,0.46,0.44,0.8,0.1,0.65,10.58,0.94,0.03,0.03,0.43,0.29,0.28,1,4,3,1,4,3,10,0,4,1,1
14/04/2012, Sweden,-13,-5,-8,5,Thiago Silva,Thiago Silva,1,1982, Brazil,187,205,187,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,0.61,8.16,0.58,0.22,0.2,0.56,0.19,0.25,5,6,1,8,14,0,17,4,15,Alexander Gustafsson,Alexander Gustafsson,1,1987, Sweden,195,205,200,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,0.74,11.26,0.77,0.08,0.15,0.69,0.15,0.16,1,1,2,2,6,0,13,1,4,6,0
25/02/2012, Japan,-5,-2,-8,5,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,1,5,3,3,11,1,14,1,4,Benson Henderson,Benson Henderson,2,1983, USA,175,170,177,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,0.18,16.13,0.59,0.21,0.2,0.43,0.31,0.26,3,3,3,6,9,2,16,4,3,6,0
28/01/2012, USA,-18,4,-8,3,Joey Beltran,Joey Beltran,1,1981, USA,185,205,190,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0,0,12.44,0.61,0.32,0.07,0.68,0.18,0.14,6,1,6,6,7,1,17,10,3,Lavar Johnson,Lavar Johnson,1,1977, USA,193,240,208,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,1.19,6.17,0.4,0.47,0.13,0.7,0.19,0.1,7,7,1,1,5,0,16,8,4,8,0
5/11/2011, United Kingdom,-15,-1,-8,3,Anthony Perosh,Anthony Perosh,1,1972, Australia,190,205,190,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,0.45,5.33,0.42,0.15,0.42,0.84,0.02,0.14,2,8,6,8,4,0,11,6,9,Cyrille Diabate,Cyrille Diabate,2,1973, France,198,205,205,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,0.77,7.19,0.7,0.09,0.21,0.61,0.26,0.13,3,7,1,8,4,0,17,7,8,2,1
29/10/2011, USA,-5,1,-8,3,Tyson Griffin,Tyson Griffin,1,1984, USA,167,145,172,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0.18,11.43,0.74,0.14,0.12,0.52,0.22,0.26,3,5,8,5,14,0,16,7,4,Bart Palaszewski,Bart Palaszewski,1,1983, Poland,175,145,177,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,0.58,9.27,0.81,0.16,0.03,0.5,0.16,0.34,5,1,2,4,8,0,35,14,10,8,0
8/10/2011, USA,-5,2,-8,5,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,5,3,3,2,10,2,13,1,9,Gray May0rd,Gray May0rd,1,1979, USA,175,155,177,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0.35,12.52,0.65,0.15,0.2,0.75,0.2,0.04,5,3,4,4,10,1,10,0,9,1,1
8/10/2011, USA,-8,-3,-8,3,Aaron Simpson,Aaron Simpson,1,1974, USA,182,170,185,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,0.83,10.35,0.36,0.4,0.24,0.56,0.21,0.23,3,3,6,8,8,1,10,3,3,Eric Schafer,Eric Schafer,1,1977, USA,190,185,193,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,0,8.17,0.43,0.18,0.39,0.78,0.13,0.09,6,6,1,2,7,0,14,6,19,3,1
27/08/2011, Brazil,-15,-2,-8,3,Ross Pearson,Ross Pearson,1,1984, United Kingdom,172,155,175,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.3,11.39,0.82,0.15,0.02,0.53,0.28,0.19,3,7,3,1,5,1,12,3,6,Edson Barboza,Edson Barboza,1,1986, Brazil,180,155,190,4.08,0.43,4.22,0.59,0.46,0.44,0.8,0.1,0.65,10.58,0.94,0.03,0.03,0.43,0.29,0.28,3,1,0,0,2,1,8,0,5,5,0
6/08/2011, USA,3,4,-8,5,Rashad Evans,Rashad Evans,1,1979, USA,182,205,190,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0,0.21,12.33,0.58,0.19,0.23,0.79,0.14,0.07,3,3,8,1,15,0,15,1,15,Tito Ortiz,Tito Ortiz,1,1975, USA,190,205,187,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,0.07,10.55,0.37,0.25,0.38,0.71,0.14,0.16,2,6,5,6,24,0,19,9,1,1,1
26/06/2011, USA,3,-8,-8,3,Matt Mitrione,Matt Mitrione,3,1978, USA,190,265,208,3.55,0.5,2.79,0.64,0,0,0.55,0.7,1.53,6.18,0.75,0.1,0.15,0.72,0.09,0.19,1,3,1,1,4,1,7,0,5,Christian Morecraft,Christian Morecraft,1,1986, USA,198,260,205,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,0,6.55,0.33,0.06,0.6,0.82,0.09,0.09,2,8,0,0,2,0,8,1,3,1,1
28/05/2011, USA,-15,-3,-8,3,Roy Nelson,Roy Nelson,1,1976, USA,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,6,1,1,8,5,0,15,5,9,Frank Mir,Frank Mir,2,1979, USA,190,264,200,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,0.77,5.46,0.42,0.33,0.24,0.54,0.3,0.16,1,8,2,8,17,0,14,5,8,6,0
19/03/2011, USA,-20,-6,-8,5,Mauricio Rua,Mauricio Rua,1,1981, Brazil,185,205,193,3.63,0.5,2.7,0.54,2.17,0.48,0.47,0.8,1.01,10.54,0.66,0.17,0.17,0.62,0.15,0.22,1,6,1,1,23,0,19,3,10,Jon Jones,Jon Jones,1,1987, USA,193,205,213,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,0.22,15.28,0.65,0.17,0.18,0.47,0.25,0.29,2,1,1,5,7,0,12,0,1,8,0
26/02/2011, Australia,-11,-1,-8,3,Mark Hunt,Mark Hunt,1,1974, New Zealand,177,265,182,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0.67,11.1,0.85,0.07,0.08,0.79,0.11,0.1,7,7,8,7,12,0,5,5,5,Chris Tuchscherer,Chris Tuchscherer,1,1975, USA,185,260,193,1.35,0.31,3.17,0.47,1.19,0.18,0,0.6,0,15,0.74,0.24,0.03,0.62,0.09,0.29,8,3,8,0,3,0,21,3,7,1,1
